PC_TIME_STAMP,REF_TIME,A1_X_HEX,A1_X
02:48:22:593,0.000,0x0002,2
02:48:22:593,0.010,0xFFFA,-6
02:48:22:593,0.020,0xFFFE,-2
02:48:22:593,0.030,0xFFF5,-11
02:48:22:593,0.040,0x0004,4
02:48:22:593,0.050,0xFFFE,-2
02:48:22:593,0.060,0xFFFE,-2
02:48:22:593,0.070,0xFFFB,-5
02:48:22:593,0.080,0xFFFA,-6
02:48:22:593,0.090,0x0001,1
02:48:22:593,0.100,0x0003,3
02:48:22:593,0.110,0xFFFD,-3
02:48:22:593,0.120,0xFFFB,-5
02:48:22:593,0.130,0xFFFB,-5
02:48:22:593,0.140,0xFFFB,-5
02:48:22:593,0.150,0x0001,1
02:48:22:593,0.160,0xFFFE,-2
02:48:22:593,0.170,0x0002,2
02:48:22:593,0.180,0x0002,2
02:48:22:593,0.190,0xFFFA,-6
02:48:22:593,0.200,0xFFF9,-7
02:48:22:593,0.210,0xFFFF,-1
02:48:22:593,0.220,0xFFFA,-6
02:48:22:593,0.230,0xFFFE,-2
02:48:22:593,0.240,0xFFFF,-1
02:48:22:593,0.250,0xFFFF,-1
02:48:22:593,0.260,0xFFF8,-8
02:48:22:593,0.270,0xFFFB,-5
02:48:22:593,0.280,0x0003,3
02:48:22:593,0.290,0xFFFA,-6
02:48:22:593,0.300,0x0001,1
02:48:22:593,0.310,0xFFFE,-2
02:48:22:593,0.320,0x0002,2
02:48:22:593,0.330,0xFFFE,-2
02:48:22:593,0.340,0xFFFE,-2
02:48:22:593,0.350,0x0004,4
02:48:22:593,0.360,0xFFFC,-4
02:48:22:593,0.370,0xFFFF,-1
02:48:22:593,0.380,0x0003,3
02:48:22:593,0.390,0xFFFE,-2
02:48:22:593,0.400,0x0003,3
02:48:22:593,0.410,0xFFFE,-2
02:48:22:593,0.420,0x0002,2
02:48:22:593,0.430,0x0000,0
02:48:22:593,0.440,0xFFFA,-6
02:48:22:593,0.450,0xFFFD,-3
02:48:22:593,0.460,0xFFFF,-1
02:48:22:593,0.470,0x0002,2
02:48:22:593,0.480,0x0000,0
02:48:22:593,0.490,0x0004,4
02:48:22:593,0.500,0xFFFC,-4
02:48:22:593,0.510,0x0007,7
02:48:22:593,0.520,0x0002,2
02:48:22:593,0.530,0x0002,2
02:48:22:593,0.540,0x0001,1
02:48:22:593,0.550,0xFFFF,-1
02:48:22:593,0.560,0x0000,0
02:48:22:593,0.570,0xFFFD,-3
02:48:22:593,0.580,0xFFFF,-1
02:48:22:593,0.590,0xFFFF,-1
02:48:22:593,0.600,0x0001,1
02:48:22:593,0.610,0xFFFF,-1
02:48:22:593,0.620,0xFFFB,-5
02:48:22:593,0.630,0x0004,4
02:48:22:593,0.640,0x0001,1
02:48:22:593,0.650,0x0008,8
02:48:22:593,0.660,0xFFFB,-5
02:48:22:593,0.670,0xFFFF,-1
02:48:22:593,0.680,0x0004,4
02:48:22:593,0.690,0xFFFC,-4
02:48:22:593,0.700,0xFFFF,-1
02:48:22:593,0.710,0xFFFB,-5
02:48:22:593,0.720,0xFFFC,-4
02:48:22:593,0.730,0x0007,7
02:48:22:593,0.740,0xFFF7,-9
02:48:22:593,0.750,0xFFFE,-2
02:48:22:593,0.760,0x0002,2
02:48:22:593,0.770,0xFFFF,-1
02:48:22:593,0.780,0xFFFA,-6
02:48:22:593,0.790,0x0000,0
02:48:22:593,0.800,0x0000,0
02:48:22:593,0.810,0x0004,4
02:48:22:593,0.820,0x0000,0
02:48:22:593,0.830,0xFFFF,-1
02:48:22:593,0.840,0x0005,5
02:48:22:593,0.850,0x0000,0
02:48:22:593,0.860,0xFFFA,-6
02:48:22:593,0.870,0xFFFF,-1
02:48:22:593,0.880,0xFFFF,-1
02:48:22:593,0.890,0x0001,1
02:48:22:593,0.900,0xFFFC,-4
02:48:22:593,0.910,0xFFFE,-2
02:48:22:593,0.920,0xFFFB,-5
02:48:22:593,0.930,0x0006,6
02:48:22:593,0.940,0xFFFE,-2
02:48:22:593,0.950,0xFFFB,-5
02:48:22:593,0.960,0x0001,1
02:48:22:593,0.970,0xFFFC,-4
02:48:22:593,0.980,0xFFFB,-5
02:48:22:593,0.990,0xFFFE,-2
02:48:22:593,1.000,0xFFF9,-7
02:48:22:593,1.010,0xFFFA,-6
02:48:22:593,1.020,0xFFF6,-10
02:48:22:593,1.030,0x0004,4
02:48:22:593,1.040,0x0005,5
02:48:22:593,1.050,0xFFFB,-5
02:48:22:593,1.060,0x0002,2
02:48:22:593,1.070,0xFFF9,-7
02:48:22:593,1.080,0x0000,0
02:48:22:593,1.090,0xFFFF,-1
02:48:22:593,1.100,0xFFF8,-8
02:48:22:593,1.110,0x0000,0
02:48:22:593,1.120,0xFFFC,-4
02:48:22:593,1.130,0x0002,2
02:48:22:593,1.140,0x0002,2
02:48:22:593,1.150,0x0003,3
02:48:22:593,1.160,0xFFFC,-4
02:48:22:593,1.170,0xFFFD,-3
02:48:22:593,1.180,0xFFFB,-5
02:48:22:593,1.190,0x0003,3
02:48:22:593,1.200,0xFFFC,-4
02:48:22:593,1.210,0x0000,0
02:48:22:593,1.220,0x0001,1
02:48:22:593,1.230,0x0002,2
02:48:22:593,1.240,0x0000,0
02:48:22:593,1.250,0xFFF8,-8
02:48:22:593,1.260,0x0002,2
02:48:22:593,1.270,0xFFFC,-4
02:48:32:972,0.010,0x0002,2
02:48:32:972,0.020,0xFFFE,-2
02:48:32:972,0.030,0x0002,2
02:48:32:972,0.040,0xFFFC,-4
02:48:32:972,0.050,0xFFF9,-7
02:48:32:972,0.060,0xFFFA,-6
02:48:32:972,0.070,0x0005,5
02:48:32:972,0.080,0x0004,4
02:48:32:972,0.090,0xFFF8,-8
02:48:32:972,0.100,0x0006,6
02:48:32:972,0.110,0xFFFE,-2
02:48:32:972,0.120,0xFFFB,-5
02:48:32:972,0.130,0xFFFC,-4
02:48:32:972,0.140,0x0006,6
02:48:32:972,0.150,0xFFF9,-7
02:48:32:972,0.160,0x0003,3
02:48:32:972,0.170,0x0004,4
02:48:32:972,0.180,0xFFFC,-4
02:48:32:972,0.190,0xFFFB,-5
02:48:32:972,0.200,0x0001,1
02:48:32:972,0.210,0x0000,0
02:48:32:972,0.220,0x0001,1
02:48:32:972,0.230,0xFFFE,-2
02:48:32:972,0.240,0x0000,0
02:48:32:972,0.250,0x0001,1
02:48:32:972,0.260,0xFFFB,-5
02:48:32:972,0.270,0xFFFF,-1
02:48:32:972,0.280,0x0007,7
02:48:32:972,0.290,0x0003,3
02:48:32:972,0.300,0xFFFD,-3
02:48:32:972,0.310,0xFFFB,-5
02:48:32:972,0.320,0x0005,5
02:48:32:972,0.330,0xFFF8,-8
02:48:32:972,0.340,0x0004,4
02:48:32:972,0.350,0x0001,1
02:48:32:972,0.360,0xFFFD,-3
02:48:32:972,0.370,0x0001,1
02:48:32:972,0.380,0xFFFD,-3
02:48:32:972,0.390,0xFFFD,-3
02:48:32:972,0.400,0xFFFB,-5
02:48:32:972,0.410,0x0001,1
02:48:32:972,0.420,0x0004,4
02:48:32:972,0.430,0xFFFF,-1
02:48:32:972,0.440,0x0005,5
02:48:32:972,0.450,0x0001,1
02:48:32:972,0.460,0xFFFD,-3
02:48:32:972,0.470,0xFFFE,-2
02:48:32:972,0.480,0x0000,0
02:48:32:972,0.490,0xFFFD,-3
02:48:32:972,0.500,0xFFF6,-10
02:48:32:972,0.510,0xFFFD,-3
02:48:32:972,0.520,0x0001,1
02:48:32:972,0.530,0xFFFD,-3
02:48:32:972,0.540,0xFFFD,-3
02:48:32:972,0.550,0xFFFD,-3
02:48:32:972,0.560,0xFFFE,-2
02:48:32:972,0.570,0xFFFB,-5
02:48:32:972,0.580,0x0005,5
02:48:32:972,0.590,0x0001,1
02:48:32:972,0.600,0xFFF9,-7
02:48:32:972,0.610,0xFFF9,-7
02:48:32:972,0.620,0x0000,0
02:48:32:972,0.630,0x0000,0
02:48:32:972,0.640,0xFFFA,-6
02:48:32:972,0.650,0xFFFC,-4
02:48:32:972,0.660,0xFFFF,-1
02:48:32:972,0.670,0xFFF8,-8
02:48:32:972,0.680,0xFFFC,-4
02:48:32:972,0.690,0xFFFF,-1
02:48:32:972,0.700,0xFFFC,-4
02:48:32:972,0.710,0xFFFC,-4
02:48:32:972,0.720,0x0000,0
02:48:32:972,0.730,0x0003,3
02:48:32:972,0.740,0x0004,4
02:48:32:972,0.750,0xFFFF,-1
02:48:32:972,0.760,0x0004,4
02:48:32:972,0.770,0xFFFD,-3
02:48:32:972,0.780,0xFFFF,-1
02:48:32:972,0.790,0xFFFF,-1
02:48:32:972,0.800,0xFFFE,-2
02:48:32:972,0.810,0xFFFA,-6
02:48:32:972,0.820,0xFFFB,-5
02:48:32:972,0.830,0xFFFC,-4
02:48:32:972,0.840,0xFFFB,-5
02:48:32:972,0.850,0xFFF8,-8
02:48:32:972,0.860,0xFFFF,-1
02:48:32:972,0.870,0xFFFE,-2
02:48:32:972,0.880,0xFFFD,-3
02:48:32:972,0.890,0x0001,1
02:48:32:972,0.900,0xFFF9,-7
02:48:32:972,0.910,0xFFFA,-6
02:48:32:972,0.920,0x0000,0
02:48:32:972,0.930,0x0006,6
02:48:32:972,0.940,0x0006,6
02:48:32:972,0.950,0xFFFD,-3
02:48:32:972,0.960,0x0007,7
02:48:32:972,0.970,0xFFFC,-4
02:48:32:972,0.980,0xFFFD,-3
02:48:32:972,0.990,0x0003,3
02:48:32:972,1.000,0x0000,0
02:48:32:972,1.010,0xFFFE,-2
02:48:32:972,1.020,0x0006,6
02:48:32:972,1.030,0xFFF8,-8
02:48:32:972,1.040,0xFFFA,-6
02:48:32:972,1.050,0xFFFD,-3
02:48:32:972,1.060,0x0001,1
02:48:32:972,1.070,0xFFFE,-2
02:48:32:972,1.080,0xFFFB,-5
02:48:32:972,1.090,0xFFFB,-5
02:48:32:972,1.100,0x0004,4
02:48:32:972,1.110,0xFFFF,-1
02:48:32:972,1.120,0xFFFB,-5
02:48:32:972,1.130,0x0002,2
02:48:32:972,1.140,0x0002,2
02:48:32:972,1.150,0xFFFD,-3
02:48:32:972,1.160,0x0001,1
02:48:32:972,1.170,0xFFFC,-4
02:48:32:972,1.180,0x0002,2
02:48:32:972,1.190,0xFFFB,-5
02:48:32:972,1.200,0xFFFF,-1
02:48:32:972,1.210,0x0003,3
02:48:32:972,1.220,0xFFFF,-1
02:48:32:972,1.230,0xFFF9,-7
02:48:32:972,1.240,0x0005,5
02:48:32:972,1.250,0x0000,0
02:48:32:972,1.260,0x0002,2
02:48:32:972,1.270,0x0000,0
02:48:32:972,1.280,0x0003,3
02:48:42:396,0.020,0xFFFE,-2
02:48:42:396,0.030,0xFFFE,-2
02:48:42:396,0.040,0x0002,2
02:48:42:396,0.050,0xFFFD,-3
02:48:42:396,0.060,0xFFFB,-5
02:48:42:396,0.070,0x0004,4
02:48:42:396,0.080,0xFFFC,-4
02:48:42:396,0.090,0x0006,6
02:48:42:396,0.100,0xFFFF,-1
02:48:42:396,0.110,0xFFFC,-4
02:48:42:396,0.120,0xFFFA,-6
02:48:42:396,0.130,0xFFFD,-3
02:48:42:396,0.140,0x0003,3
02:48:42:396,0.150,0x0003,3
02:48:42:396,0.160,0xFFFC,-4
02:48:42:396,0.170,0x0000,0
02:48:42:396,0.180,0xFFFE,-2
02:48:42:396,0.190,0x0002,2
02:48:42:396,0.200,0xFFFC,-4
02:48:42:396,0.210,0xFFFD,-3
02:48:42:396,0.220,0x0001,1
02:48:42:396,0.230,0xFFFC,-4
02:48:42:396,0.240,0xFFFA,-6
02:48:42:396,0.250,0xFFF9,-7
02:48:42:396,0.260,0xFFFC,-4
02:48:42:396,0.270,0xFFFA,-6
02:48:42:396,0.280,0xFFFF,-1
02:48:42:396,0.290,0xFFFF,-1
02:48:42:396,0.300,0xFFFF,-1
02:48:42:396,0.310,0x0004,4
02:48:42:396,0.320,0x0004,4
02:48:42:396,0.330,0xFFFB,-5
02:48:42:396,0.340,0xFFFA,-6
02:48:42:396,0.350,0xFFFF,-1
02:48:42:396,0.360,0xFFF9,-7
02:48:42:396,0.370,0x0002,2
02:48:42:396,0.380,0x000A,10
02:48:42:396,0.390,0xFFF8,-8
02:48:42:396,0.400,0xFFFC,-4
02:48:42:396,0.410,0xFFFD,-3
02:48:42:396,0.420,0x0003,3
02:48:42:396,0.430,0xFFFB,-5
02:48:42:396,0.440,0xFFFF,-1
02:48:42:396,0.450,0xFFFE,-2
02:48:42:396,0.460,0x0002,2
02:48:42:396,0.470,0xFFFB,-5
02:48:42:396,0.480,0x0001,1
02:48:42:396,0.490,0x0004,4
02:48:42:396,0.500,0x0003,3
02:48:42:396,0.510,0x0000,0
02:48:42:396,0.520,0x0001,1
02:48:42:396,0.530,0x0005,5
02:48:42:396,0.540,0xFFFD,-3
02:48:42:396,0.550,0xFFFC,-4
02:48:42:396,0.560,0x0000,0
02:48:42:396,0.570,0xFFFC,-4
02:48:42:396,0.580,0xFFFD,-3
02:48:42:396,0.590,0x0000,0
02:48:42:396,0.600,0x0000,0
02:48:42:396,0.610,0xFFFC,-4
02:48:42:396,0.620,0x0007,7
02:48:42:396,0.630,0xFFFC,-4
02:48:42:396,0.640,0x0000,0
02:48:42:396,0.650,0x0005,5
02:48:42:396,0.660,0xFFFC,-4
02:48:42:396,0.670,0xFFFB,-5
02:48:42:396,0.680,0xFFF8,-8
02:48:42:396,0.690,0x0007,7
02:48:42:396,0.700,0x0006,6
02:48:42:396,0.710,0x0003,3
02:48:42:396,0.720,0xFFFF,-1
02:48:42:396,0.730,0x0000,0
02:48:42:396,0.740,0xFFF9,-7
02:48:42:396,0.750,0xFFFC,-4
02:48:42:396,0.760,0x000A,10
02:48:42:396,0.770,0x0001,1
02:48:42:396,0.780,0xFFF9,-7
02:48:42:396,0.790,0x0005,5
02:48:42:396,0.800,0x0003,3
02:48:42:396,0.810,0x0000,0
02:48:42:396,0.820,0xFFFC,-4
02:48:42:396,0.830,0x0003,3
02:48:42:396,0.840,0xFFFB,-5
02:48:42:396,0.850,0xFFFE,-2
02:48:42:396,0.860,0xFFFD,-3
02:48:42:396,0.870,0xFFFC,-4
02:48:42:396,0.880,0xFFF9,-7
02:48:42:396,0.890,0x0002,2
02:48:42:396,0.900,0xFFFE,-2
02:48:42:396,0.910,0x0001,1
02:48:42:396,0.920,0x0001,1
02:48:42:396,0.930,0x0002,2
02:48:42:396,0.940,0x0003,3
02:48:42:396,0.950,0xFFFF,-1
02:48:42:396,0.960,0x0003,3
02:48:42:396,0.970,0x0004,4
02:48:42:396,0.980,0xFFFF,-1
02:48:42:396,0.990,0xFFF6,-10
02:48:42:396,1.000,0x0000,0
02:48:42:396,1.010,0x0000,0
02:48:42:396,1.020,0xFFF9,-7
02:48:42:396,1.030,0xFFFE,-2
02:48:42:396,1.040,0xFFFE,-2
02:48:42:396,1.050,0x0001,1
02:48:42:396,1.060,0xFFFB,-5
02:48:42:396,1.070,0x0001,1
02:48:42:396,1.080,0xFFFF,-1
02:48:42:396,1.090,0x0002,2
02:48:42:396,1.100,0x0001,1
02:48:42:396,1.110,0x0002,2
02:48:42:396,1.120,0xFFFF,-1
02:48:42:396,1.130,0xFFFA,-6
02:48:42:396,1.140,0x0000,0
02:48:42:396,1.150,0xFFFE,-2
02:48:42:396,1.160,0x0004,4
02:48:42:396,1.170,0x0008,8
02:48:42:396,1.180,0x0003,3
02:48:42:396,1.190,0xFFFF,-1
02:48:42:396,1.200,0xFFFE,-2
02:48:42:396,1.210,0x0002,2
02:48:42:396,1.220,0x0005,5
02:48:42:396,1.230,0x0001,1
02:48:42:396,1.240,0xFFF7,-9
02:48:42:396,1.250,0xFFFB,-5
02:48:42:396,1.260,0x0004,4
02:48:42:396,1.270,0xFFFD,-3
02:48:42:396,1.280,0xFFFF,-1
02:48:42:396,1.290,0xFFFD,-3
02:48:54:113,0.030,0xFFF4,-12
02:48:54:113,0.040,0xFFFF,-1
02:48:54:113,0.050,0x0001,1
02:48:54:113,0.060,0xFFFF,-1
02:48:54:113,0.070,0x0002,2
02:48:54:113,0.080,0xFFFE,-2
02:48:54:113,0.090,0xFFFD,-3
02:48:54:113,0.100,0x0000,0
02:48:54:113,0.110,0x0005,5
02:48:54:113,0.120,0x0004,4
02:48:54:113,0.130,0xFFFD,-3
02:48:54:113,0.140,0x0002,2
02:48:54:113,0.150,0x0004,4
02:48:54:113,0.160,0xFFF8,-8
02:48:54:113,0.170,0xFFFE,-2
02:48:54:113,0.180,0xFFFC,-4
02:48:54:113,0.190,0x0003,3
02:48:54:113,0.200,0x0001,1
02:48:54:113,0.210,0xFFFD,-3
02:48:54:113,0.220,0xFFFE,-2
02:48:54:113,0.230,0xFFF9,-7
02:48:54:113,0.240,0xFFFF,-1
02:48:54:113,0.250,0x0003,3
02:48:54:113,0.260,0x0001,1
02:48:54:113,0.270,0x0004,4
02:48:54:113,0.280,0x0006,6
02:48:54:113,0.290,0xFFFD,-3
02:48:54:113,0.300,0xFFF6,-10
02:48:54:113,0.310,0xFFFD,-3
02:48:54:113,0.320,0xFFFB,-5
02:48:54:113,0.330,0x0003,3
02:48:54:113,0.340,0xFFFC,-4
02:48:54:113,0.350,0xFFF9,-7
02:48:54:113,0.360,0xFFFB,-5
02:48:54:113,0.370,0xFFF9,-7
02:48:54:113,0.380,0xFFFA,-6
02:48:54:113,0.390,0x0001,1
02:48:54:113,0.400,0xFFFE,-2
02:48:54:113,0.410,0xFFFB,-5
02:48:54:113,0.420,0x0001,1
02:48:54:113,0.430,0xFFF7,-9
02:48:54:113,0.440,0xFFFD,-3
02:48:54:113,0.450,0x0002,2
02:48:54:113,0.460,0xFFFC,-4
02:48:54:113,0.470,0xFFFE,-2
02:48:54:113,0.480,0x0004,4
02:48:54:113,0.490,0x0001,1
02:48:54:113,0.500,0xFFFE,-2
02:48:54:113,0.510,0xFFFB,-5
02:48:54:113,0.520,0x0004,4
02:48:54:113,0.530,0x0001,1
02:48:54:113,0.540,0xFFF8,-8
02:48:54:113,0.550,0xFFFB,-5
02:48:54:113,0.560,0xFFFF,-1
02:48:54:113,0.570,0xFFFC,-4
02:48:54:113,0.580,0xFFFF,-1
02:48:54:113,0.590,0xFFF9,-7
02:48:54:113,0.600,0xFFFC,-4
02:48:54:113,0.610,0xFFFF,-1
02:48:54:113,0.620,0xFFFA,-6
02:48:54:113,0.630,0xFFFD,-3
02:48:54:113,0.640,0xFFF8,-8
02:48:54:113,0.650,0xFFFD,-3
02:48:54:113,0.660,0xFFFC,-4
02:48:54:113,0.670,0xFFFB,-5
02:48:54:113,0.680,0xFFFF,-1
02:48:54:113,0.690,0x0003,3
02:48:54:113,0.700,0xFFFB,-5
02:48:54:113,0.710,0xFFFF,-1
02:48:54:113,0.720,0x0001,1
02:48:54:113,0.730,0x0003,3
02:48:54:113,0.740,0xFFFB,-5
02:48:54:113,0.750,0xFFFA,-6
02:48:54:113,0.760,0x0000,0
02:48:54:113,0.770,0xFFFD,-3
02:48:54:113,0.780,0xFFFD,-3
02:48:54:113,0.790,0x0001,1
02:48:54:113,0.800,0x0001,1
02:48:54:113,0.810,0xFFFC,-4
02:48:54:113,0.820,0xFFFF,-1
02:48:54:113,0.830,0xFFF9,-7
02:48:54:113,0.840,0xFFFA,-6
02:48:54:113,0.850,0xFFFC,-4
02:48:54:113,0.860,0x0002,2
02:48:54:113,0.870,0x0000,0
02:48:54:113,0.880,0xFFF9,-7
02:48:54:113,0.890,0x0004,4
02:48:54:113,0.900,0xFFFF,-1
02:48:54:113,0.910,0xFFF6,-10
02:48:54:113,0.920,0x0000,0
02:48:54:113,0.930,0x0001,1
02:48:54:113,0.940,0x0003,3
02:48:54:113,0.950,0xFFFB,-5
02:48:54:113,0.960,0x0000,0
02:48:54:113,0.970,0xFFFD,-3
02:48:54:113,0.980,0x0000,0
02:48:54:113,0.990,0x0000,0
02:48:54:113,1.000,0xFFFB,-5
02:48:54:113,1.010,0x0003,3
02:48:54:113,1.020,0xFFFB,-5
02:48:54:113,1.030,0x0005,5
02:48:54:113,1.040,0x0002,2
02:48:54:113,1.050,0xFFFE,-2
02:48:54:113,1.060,0xFFFD,-3
02:48:54:113,1.070,0xFFFD,-3
02:48:54:113,1.080,0x0000,0
02:48:54:113,1.090,0xFFFE,-2
02:48:54:113,1.100,0xFFFD,-3
02:48:54:113,1.110,0x0002,2
02:48:54:113,1.120,0xFFFD,-3
02:48:54:113,1.130,0xFFFA,-6
02:48:54:113,1.140,0xFFFD,-3
02:48:54:113,1.150,0x0001,1
02:48:54:113,1.160,0x0000,0
02:48:54:113,1.170,0x0005,5
02:48:54:113,1.180,0x0003,3
02:48:54:113,1.190,0x0002,2
02:48:54:113,1.200,0xFFFD,-3
02:48:54:113,1.210,0x0002,2
02:48:54:113,1.220,0x0001,1
02:48:54:113,1.230,0xFFFC,-4
02:48:54:113,1.240,0x0001,1
02:48:54:113,1.250,0x0003,3
02:48:54:113,1.260,0x0004,4
02:48:54:113,1.270,0xFFFF,-1
02:48:54:113,1.280,0xFFF9,-7
02:48:54:113,1.290,0x0002,2
02:48:54:113,1.300,0x0004,4
02:49:08:018,0.040,0xFFFB,-5
02:49:08:018,0.050,0x0005,5
02:49:08:018,0.060,0x0000,0
02:49:08:018,0.070,0xFFFB,-5
02:49:08:018,0.080,0x0002,2
02:49:08:018,0.090,0xFFFD,-3
02:49:08:018,0.100,0xFFF8,-8
02:49:08:018,0.110,0x0000,0
02:49:08:018,0.120,0xFFFA,-6
02:49:08:018,0.130,0x0003,3
02:49:08:018,0.140,0xFFFC,-4
02:49:08:018,0.150,0x0000,0
02:49:08:018,0.160,0xFFFB,-5
02:49:08:018,0.170,0xFFFD,-3
02:49:08:018,0.180,0xFFFB,-5
02:49:08:018,0.190,0xFFFE,-2
02:49:08:018,0.200,0xFFFE,-2
02:49:08:018,0.210,0x0002,2
02:49:08:018,0.220,0xFFFF,-1
02:49:08:018,0.230,0x0001,1
02:49:08:018,0.240,0xFFFE,-2
02:49:08:018,0.250,0xFFFC,-4
02:49:08:018,0.260,0xFFFE,-2
02:49:08:018,0.270,0x0000,0
02:49:08:018,0.280,0xFFF9,-7
02:49:08:018,0.290,0x0003,3
02:49:08:018,0.300,0xFFFA,-6
02:49:08:018,0.310,0x0000,0
02:49:08:018,0.320,0x0006,6
02:49:08:018,0.330,0xFFFE,-2
02:49:08:018,0.340,0xFFFE,-2
02:49:08:018,0.350,0xFFFF,-1
02:49:08:018,0.360,0x0002,2
02:49:08:018,0.370,0xFFFC,-4
02:49:08:018,0.380,0xFFFB,-5
02:49:08:018,0.390,0xFFFF,-1
02:49:08:018,0.400,0x0001,1
02:49:08:018,0.410,0x0004,4
02:49:08:018,0.420,0x0003,3
02:49:08:018,0.430,0xFFFA,-6
02:49:08:018,0.440,0x0003,3
02:49:08:018,0.450,0xFFFC,-4
02:49:08:018,0.460,0x0006,6
02:49:08:018,0.470,0xFFFD,-3
02:49:08:018,0.480,0x0000,0
02:49:08:018,0.490,0x0005,5
02:49:08:018,0.500,0xFFFB,-5
02:49:08:018,0.510,0xFFFF,-1
02:49:08:018,0.520,0xFFFB,-5
02:49:08:018,0.530,0xFFFD,-3
02:49:08:018,0.540,0x0005,5
02:49:08:018,0.550,0x0002,2
02:49:08:018,0.560,0x0000,0
02:49:08:018,0.570,0x0000,0
02:49:08:018,0.580,0xFFFD,-3
02:49:08:018,0.590,0xFFFF,-1
02:49:08:018,0.600,0xFFFC,-4
02:49:08:018,0.610,0x0001,1
02:49:08:018,0.620,0x0002,2
02:49:08:018,0.630,0xFFFD,-3
02:49:08:018,0.640,0xFFFD,-3
02:49:08:018,0.650,0xFFFA,-6
02:49:08:018,0.660,0x0002,2
02:49:08:018,0.670,0xFFFC,-4
02:49:08:018,0.680,0xFFFE,-2
02:49:08:018,0.690,0x0000,0
02:49:08:018,0.700,0x0001,1
02:49:08:018,0.710,0xFFFB,-5
02:49:08:018,0.720,0xFFFD,-3
02:49:08:018,0.730,0x0003,3
02:49:08:018,0.740,0xFFFF,-1
02:49:08:018,0.750,0xFFFB,-5
02:49:08:018,0.760,0xFFFE,-2
02:49:08:018,0.770,0x0002,2
02:49:08:018,0.780,0x0000,0
02:49:08:018,0.790,0xFFFC,-4
02:49:08:018,0.800,0xFFFE,-2
02:49:08:018,0.810,0x0001,1
02:49:08:018,0.820,0xFFFF,-1
02:49:08:018,0.830,0x0001,1
02:49:08:018,0.840,0x0003,3
02:49:08:018,0.850,0xFFF9,-7
02:49:08:018,0.860,0xFFF9,-7
02:49:08:018,0.870,0x0000,0
02:49:08:018,0.880,0xFFFD,-3
02:49:08:018,0.890,0xFFFF,-1
02:49:08:018,0.900,0x0004,4
02:49:08:018,0.910,0xFFFD,-3
02:49:08:018,0.920,0xFFFF,-1
02:49:08:018,0.930,0x0002,2
02:49:08:018,0.940,0x0001,1
